0:23:34:967,4.02,0.16,0.10,0.22,-0.58,-0.35
0:23:34:977,4.04,0.15,0.10,0.16,0.69,-0.22
0:23:34:987,3.98,0.13,0.10,0.12,-0.65,-0.13
0:23:34:998,3.96,0.12,0.10,0.07,-4.07,-0.13
0:23:35:8,3.98,0.12,0.09,0.07,-1.86,-0.04
0:23:35:18,3.94,0.09,0.10,-0.02,0.56,0.04
0:23:35:28,3.95,0.09,0.09,-0.11,3.27,0.10
0:23:35:39,3.80,0.07,0.08,-0.18,0.68,0.06
0:23:35:49,3.83,0.06,0.07,-0.14,-5.72,-0.09
0:23:35:59,3.83,0.05,0.08,0.04,-3.68,-0.08
0:23:35:69,3.79,0.06,0.07,0.06,-1.54,-0.07
0:23:35:80,3.79,0.06,0.07,0.06,-1.98,-0.19
0:23:35:90,3.87,0.09,0.08,0.18,-3.36,-0.21
0:23:35:100,3.90,0.11,0.09,0.19,-2.46,-0.16
0:23:35:110,3.95,0.14,0.09,0.07,-0.46,-0.09
0:23:35:120,3.94,0.16,0.09,-0.03,0.84,-0.04
0:23:35:131,3.91,0.17,0.09,-0.05,0.53,-0.00
0:23:35:141,3.96,0.18,0.09,-0.12,0.50,0.12
0:23:35:151,3.96,0.17,0.09,-0.27,0.98,0.24
0:23:35:161,3.92,0.16,0.09,-0.37,-0.10,0.30
0:23:35:172,3.88,0.13,0.08,-0.38,-1.50,0.34
0:23:35:182,3.87,0.13,0.08,-0.34,-2.21,0.32
0:23:35:192,3.82,0.13,0.08,-0.30,-4.12,0.33
0:23:35:202,3.85,0.12,0.08,-0.08,-7.06,0.27
0:23:35:213,3.87,0.12,0.08,-0.02,-6.00,0.28
0:23:35:223,3.86,0.15,0.08,-0.05,-4.59,0.27
0:23:35:233,3.86,0.13,0.09,-0.03,-2.53,0.32
0:23:35:243,3.85,0.14,0.09,-0.18,-1.24,0.29
0:23:35:254,3.82,0.10,0.09,-0.21,-3.39,0.25
0:23:35:264,3.87,0.12,0.09,-0.33,-3.77,0.23
0:23:35:274,3.90,0.10,0.09,-0.42,-0.61,0.30
0:23:35:284,3.91,0.10,0.09,-0.45,-1.90,0.30
0:23:35:295,3.89,0.09,0.09,-0.49,1.59,0.32
0:23:35:305,3.88,0.06,0.08,-0.49,1.69,0.28
0:23:35:315,3.86,0.05,0.08,-0.48,1.11,0.15
0:23:35:325,3.84,0.04,0.08,-0.49,1.70,0.04
0:23:35:336,3.85,0.04,0.07,-0.44,3.87,-0.07
0:23:35:346,3.81,0.05,0.07,-0.36,6.19,-0.23
0:23:35:356,3.84,0.06,0.07,-0.22,7.79,-0.32
0:23:35:366,3.88,0.10,0.07,-0.05,7.72,-0.34
0:23:35:376,3.94,0.11,0.08,0.03,6.92,-0.29
0:23:35:387,3.98,0.11,0.08,0.08,5.65,-0.22
0:23:35:397,3.98,0.12,0.08,0.05,5.35,-0.17
0:23:35:407,3.92,0.11,0.09,0.05,5.52,-0.16
0:23:35:417,3.93,0.09,0.09,-0.01,4.97,-0.16
0:23:35:428,3.93,0.09,0.09,0.01,6.74,-0.15
0:23:35:438,3.92,0.08,0.10,0.00,8.04,-0.14
0:23:35:448,3.88,0.09,0.10,-0.02,7.95,-0.18
0:23:35:458,3.88,0.10,0.10,0.03,7.27,-0.25
0:23:35:469,3.89,0.08,0.10,-0.04,5.41,-0.26
0:23:35:479,3.92,0.10,0.10,-0.06,8.85,-0.23
0:23:35:489,3.92,0.10,0.10,-0.20,12.44,-0.19
0:23:35:499,3.87,0.12,0.10,-0.38,17.35,-0.16
0:23:35:510,3.84,0.11,0.10,-0.40,21.03,-0.09
0:23:35:520,3.79,0.10,0.10,-0.39,21.26,-0.08
0:23:35:530,3.75,0.10,0.10,-0.34,16.10,-0.15
0:23:35:540,3.84,0.13,0.10,-0.31,11.88,-0.22
0:23:35:551,3.82,0.10,0.10,-0.23,10.90,-0.28
0:23:35:561,3.77,0.12,0.11,-0.17,8.66,-0.39
0:23:35:571,3.77,0.11,0.10,-0.14,8.97,-0.46
0:23:35:581,3.74,0.13,0.09,0.16,11.44,-0.55
0:23:35:592,3.71,0.15,0.11,0.36,10.41,-0.63
0:23:35:602,3.75,0.14,0.12,0.28,7.94,-0.72
0:23:35:612,3.84,0.14,0.12,0.13,14.05,-0.39
0:23:35:622,3.89,0.19,0.11,0.02,31.11,-0.01
0:23:35:632,3.91,0.14,0.13,-0.53,30.17,-0.07
0:23:35:643,3.95,0.11,0.12,-1.25,30.27,-0.18
0:23:35:653,3.87,0.02,0.08,-1.08,47.88,0.32
0:23:35:663,3.76,0.03,0.07,-0.75,54.60,0.42
0:23:35:673,3.59,0.05,0.07,-0.45,36.84,-0.21
0:23:35:684,3.58,-0.02,0.06,-0.01,15.05,-0.80
0:23:35:694,3.67,0.00,0.06,0.86,-0.61,-1.06
0:23:35:704,3.86,0.06,0.07,1.42,-10.28,-1.20
0:23:35:714,3.86,0.11,0.08,1.91,-12.76,-1.21
0:23:35:725,3.81,0.10,0.10,2.21,-12.47,-1.07
0:23:35:735,3.86,0.15,0.12,2.13,-9.41,-1.01
0:23:35:745,3.95,0.19,0.13,1.76,-7.86,-1.06
0:23:35:755,4.02,0.20,0.13,1.08,-4.36,-0.89
0:23:35:766,4.09,0.21,0.13,0.67,-4.53,-0.73
0:23:35:776,4.16,0.20,0.13,0.34,-3.34,-0.49
0:23:35:786,3.98,0.20,0.13,0.12,-1.80,-0.29
0:23:35:796,3.77,0.15,0.13,0.27,-0.77,-0.15
0:23:35:807,3.76,0.11,0.14,0.17,-7.77,-0.47
0:23:35:817,3.76,0.16,0.13,-0.01,-20.56,-0.87
0:23:35:827,3.92,0.17,0.12,0.47,-26.85,-1.07
0:23:35:837,4.03,0.22,0.13,0.77,-24.86,-0.87
0:23:35:848,4.04,0.30,0.13,0.59,-25.92,-0.74
0:23:35:858,4.08,0.41,0.12,0.52,-24.54,-0.50
0:23:35:868,4.02,0.41,0.12,0.32,-23.81,-0.26
0:23:35:878,4.09,0.46,0.11,-0.46,-22.54,0.02
0:23:35:888,4.15,0.47,0.09,-0.93,-18.61,0.28
0:23:35:899,4.05,0.45,0.07,-1.00,-10.22,0.67
0:23:35:909,3.82,0.38,0.07,-0.69,-5.74,0.91
0:23:35:919,3.68,0.29,0.07,-0.50,-9.67,0.89
0:23:35:929,3.64,0.23,0.08,-0.06,-12.34,0.75
0:23:35:940,3.67,0.17,0.09,0.24,-12.86,0.60
0:23:35:950,3.71,0.14,0.11,0.17,-11.43,0.33
0:23:35:960,3.81,0.13,0.12,-0.07,-6.04,0.19
0:23:35:970,3.88,0.17,0.12,-0.38,-2.51,0.20
0:23:35:981,3.84,0.19,0.12,-0.37,-2.79,0.19
0:23:35:991,3.87,0.16,0.12,-0.31,-3.23,0.12
0:23:36:1,3.94,0.19,0.11,-0.27,2.81,0.08
0:23:36:11,3.84,0.16,0.10,0.14,6.31,-0.03
0:23:36:22,3.77,0.15,0.09,0.56,-2.35,-0.38
0:23:36:32,3.82,0.18,0.09,1.25,-10.74,-0.66
0:23:36:42,3.87,0.19,0.09,1.80,-18.02,-0.76
0:23:36:52,3.90,0.23,0.10,1.96,-32.94,-0.99
0:23:36:63,3.96,0.33,0.13,1.55,-40.89,-1.13
0:23:36:73,4.00,0.33,0.13,1.41,-27.63,-0.94
0:23:36:83,3.89,0.25,0.14,0.65,-6.62,-0.93
0:23:36:93,3.91,0.25,0.13,0.01,-0.69,-0.97
0:23:36:104,4.02,0.28,0.11,-0.04,6.97,-0.70
0:23:36:114,4.01,0.28,0.10,0.12,7.08,-0.53
0:23:36:124,4.02,0.33,0.12,-0.05,0.76,-0.53
0:23:36:134,4.09,0.35,0.10,-0.39,5.12,-0.26
0:23:36:144,4.05,0.37,0.08,0.02,10.07,-0.01
